Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,celltype,contrast,geneset
prerank,"Unblocking Of NMDA Receptors, Glutamate Binding And Activation R-HSA-438066",0.7835698824690519,2.0381230141388476,0.0018018018018018018,0.03470981499625382,0.025,6/12,5.43%,GRIN2A;NEFL;GRIN2B;CAMK2A;GRIA3;LRRC7,Pericyte,region_MCX,reactome
prerank,Protein Localization R-HSA-9609507,0.7286568043240155,2.0379411562973906,0.0,0.02003814122207462,0.014,13/24,11.83%,VAMP2;TOMM20;SLC25A4;VDAC1;UBB;CHCHD2;ATP5F1B;CHCHD10;HSD17B4;ATP5F1A;PRNP;MTX2;AGPS,Astrocyte,region_FX,reactome
prerank,Downstream Signaling Events Of B Cell Receptor (BCR) R-HSA-1168372,0.7824599700345045,2.0336354485166215,0.0,0.022069932887408276,0.035,10/16,17.05%,PPP3R1;PPIA;UBB;SKP1;UBC;CALM1;MAP3K7;PPP3CA;PPP3CB;SEM1,Inhibitory,region_FX,reactome
prerank,Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125,0.7776897813534229,2.0302165190233405,0.0,0.032487554938522546,0.034,8/12,9.09%,CNTN4;MDGA2;LSAMP;OPCML;PIGN;THY1;NEGR1;NTM,Endothelial,global_condition,reactome
prerank,Voltage Gated Potassium Channels R-HSA-1296072,0.6709692192370903,2.0300494354869905,0.0,0.0317085722305681,0.078,7/16,11.36%,KCNC2;KCNH7;KCNA2;KCNB2;KCNA1;KCNH5;KCNAB2,Neuron,interaction_SC,reactome
prerank,Neuronal System R-HSA-112316,0.46799377960089483,2.0259450135948676,0.0,0.017754826536169298,0.037,45/118,15.16%,SLC1A2;NRG1;GABRB2;PPFIA2;CAMK2A;SYN3;RIMS1;NSF;CACNA1A;ARHGEF9;DLG1;APBA2;DLGAP1;NBEA;KCND2;KCNQ5;IL1RAPL2;LRRC7;LRRTM4;SNAP25;CACNB2;KCNAB1;GABRB3;NTRK3;TSPAN7;ADCY1;GABRB1;PTPRD;NRXN1;CACNA2D3;KCNB1;NRXN3;RTN3;NRGN;ERBB4;ADCY2;AP2M1;GNAI1;GABBR2;GRIA2;GABRA1;CAMK2G;GNG2;GLUL;GNAL,Endothelial,global_condition,reactome
prerank,Interferon Gamma Response,0.7710649005361337,2.021147518293095,0.0,0.005375875395925958,0.01,6/16,6.83%,RAPGEF6;SOD2;B2M;CD74;HIF1A;MT2A,Inhibitory,region_FX,hallmark
prerank,TCR Signaling R-HSA-202403,0.6037310048472228,2.020511776731228,0.0,0.027509102276488544,0.04,17/25,28.16%,EVL;FYB1;PAG1;PTPRC;SEM1;TAB2;UBC;PDPK1;ARHGEF7;PLCG2;PIK3CA;PTEN;CUL1;UBB;PKN2;PTPRJ;NFKB1,Oligodendrocyte,interaction_FX,reactome
prerank,CLEC7A (Dectin-1) Signaling R-HSA-5607764,0.7210891858000057,2.0175364893925862,0.0,0.022848871695199155,0.046,11/20,17.05%,PPP3R1;UBB;SKP1;UBC;PLCG2;CALM1;MAP3K7;ITPR2;PPP3CA;PPP3CB;SEM1,Inhibitory,region_FX,reactome
prerank,Negative Regulation Of NMDA Receptor-Mediated Neuronal Transmission R-HSA-9617324,0.8172557600036718,2.0162639705536436,0.0017574692442882249,0.02576940810327935,0.039,5/10,5.43%,GRIN2A;NEFL;GRIN2B;CAMK2A;LRRC7,Pericyte,region_MCX,reactome
prerank,Myc Targets V1,0.7195166514106307,2.016241855635295,0.0,0.0034398579671549045,0.006,15/26,16.75%,PPIA;NAP1L1;RAN;SLC25A3;VDAC1;EIF1AX;HSP90AB1;YWHAE;PGK1;CANX;PSMD1;HNRNPC;YWHAQ;EIF4G2;HPRT1,Astrocyte,region_FX,hallmark
prerank,Potassium Channels R-HSA-1296071,0.7200104658278974,2.0127185296515835,0.001996007984031936,0.04468626002713984,0.037,9/15,13.04%,KCNB1;KCNAB1;KCND2;GABBR2;GNG2;KCNQ5;KCNMA1;KCNJ6;KCNAB2,Endothelial,region_MCX,reactome
prerank,Interferon Gamma Response,0.7560454808718589,2.0102880466738613,0.0,0.016465011849819137,0.011,8/17,10.78%,RAPGEF6;SOD2;CD74;TXNIP;B2M;PELI1;MT2A;IFITM3,Neuron,region_FX,hallmark
prerank,Cellular Response To Starvation R-HSA-9711097,0.7866655430892785,2.003595827784388,0.0,0.014413399826404551,0.031,7/16,4.07%,FNIP1;ATP6V0C;ATP6V1B2;ATP6V1F;ATP6V1E1;ATP6V0B;ATP6V1G1,Astrocyte,region_FX,reactome
prerank,Amino Acids Regulate mTORC1 R-HSA-9639288,0.7866655430892785,2.003595827784388,0.0,0.014413399826404551,0.031,7/16,4.07%,FNIP1;ATP6V0C;ATP6V1B2;ATP6V1F;ATP6V1E1;ATP6V0B;ATP6V1G1,Astrocyte,region_FX,reactome
prerank,Protein Localization R-HSA-9609507,0.5736644450623305,2.001419006236754,0.0,0.029251157882699073,0.093,20/24,36.88%,SLC25A12;MTX2;UBE2D3;UBB;SLC25A4;CHCHD10;ATP5F1A;ATP5F1B;HSD17B4;CHCHD2;GDAP1;PRNP;VDAC1;TOMM20;USP9X;CCNI;UBC;CHCHD3;LONP2;APP,Neuron,interaction_SC,reactome
prerank,Unfolded Protein Response,0.7805811804819496,2.000635085177611,0.004073319755600814,0.004729516688437458,0.007,5/11,5.15%,HSPA5;EXOC2;CNOT4;TTC37;HSP90B1,Inhibitory,interaction_FX,hallmark
prerank,Cellular Response To Heat Stress R-HSA-3371556,0.6098271021439001,1.9831382913698825,0.0,0.0341362950976426,0.066,15/24,21.72%,HSPH1;HSPA4L;PTGES3;HSPA8;HSPA5;HSP90AB1;CAMK2D;HSPA1A;HSP90AA1;ATM;CAMK2G;EEF1A1;DNAJB6;UBB;GSK3B,Oligodendrocyte,interaction_FX,reactome
prerank,Mitochondrial Protein Import R-HSA-1268020,0.8072683465608311,1.982277486548627,0.0,0.014237626657789862,0.041,8/12,11.33%,TOMM20;SLC25A4;VDAC1;CHCHD2;ATP5F1B;CHCHD10;ATP5F1A;MTX2,Astrocyte,region_FX,reactome
prerank,Xenobiotic Metabolism,0.729988113059607,1.9807271421440948,0.0,0.005241478511027809,0.013,8/19,6.83%,PTGDS;APOE;ID2;PTGES3;PGRMC1;ARPP19;HPRT1;MT2A,Inhibitory,region_FX,hallmark
prerank,Transmission Across Chemical Synapses R-HSA-112315,0.46576563042431895,1.9776826905637008,0.0,0.04352474328391144,0.146,51/111,20.43%,VAMP2;PRKAR2B;TSPAN7;SNAP25;GLRB;STXBP1;NPTN;SYN1;SLC17A7;CALM1;NEFL;SYT1;GABRA1;GABRG2;CACNB4;GABRB3;NCALD;PRKAR1B;RAB3A;RIMS1;NRGN;CAMK4;GABRA2;CAMK2B;CAMK2A;GABRB2;GABRA4;CACNG3;GABBR2;CAMKK1;CACNA1B;KCNJ3;PLCB1;CACNG8;ADCY1;SYN2;CACNB2;SLC1A2;GNG2;CPLX1;SYN3;KCNJ6;GABRG3;GNAL;ARL6IP5;GRIN2B;PRKAR1A;CACNA1A;GAD2;LIN7A;GRIA1,Oligodendrocyte,region_FX,reactome
prerank,Glycolysis,0.6313884198822177,1.9764103100049695,0.0,0.004193182808822247,0.013,17/36,15.12%,PPIA;SOD1;STMN1;HS2ST1;MDH1;TPI1;ARPP19;HSPA5;PGK1;ENO1;DCN;MXI1;PPP2CB;FUT8;VCAN;PLOD2;PDK3,Inhibitory,region_FX,hallmark
prerank,Assembly And Cell Surface Presentation Of NMDA Receptors R-HSA-9609736,0.7657339687695779,1.9740218904105087,0.0017889087656529517,0.03260618984496571,0.068,5/12,5.43%,GRIN2A;NEFL;GRIN2B;CAMK2A;LRRC7,Pericyte,region_MCX,reactome
prerank,Myc Targets V1,0.6407719905038626,1.97161880986574,0.0,0.0028493718430255147,0.004,15/26,18.78%,NAP1L1;PPIA;HNRNPC;YWHAE;SLC25A3;YWHAQ;VDAC1;EIF4G2;PGK1;RAN;EIF1AX;AP3S1;HSP90AB1;VDAC3;CANX,Pericyte,region_FX,hallmark
prerank,Serotonin Neurotransmitter Release Cycle R-HSA-181429,0.7608716806418784,1.9712507985985936,0.0019646365422396855,0.03973281489175249,0.157,10/12,17.25%,VAMP2;SNAP25;STXBP1;SYN1;SYT1;RAB3A;RIMS1;SYN2;CPLX1;SYN3,Oligodendrocyte,region_FX,reactome
prerank,Cellular Response To Starvation R-HSA-9711097,0.7537982546744055,1.9660821594030056,0.003616636528028933,0.04555826444706868,0.086,4/15,5.62%,FNIP1;ATP6V0C;FNIP2;ATP6V1C1,Endothelial,region_SC,reactome
prerank,Amino Acids Regulate mTORC1 R-HSA-9639288,0.7537982546744055,1.9660821594030056,0.003616636528028933,0.04555826444706868,0.086,4/15,5.62%,FNIP1;ATP6V0C;FNIP2;ATP6V1C1,Endothelial,region_SC,reactome
prerank,Nuclear Envelope (NE) Reassembly R-HSA-2995410,0.7728439138380611,1.9655069320355403,0.0015723270440251573,0.01750700759402309,0.059,10/15,12.41%,TUBB3;TUBA4A;RAN;TUBA1B;TUBB4A;TUBB;TUBB2A;TNPO1;PPP2R1A;TUBB4B,Astrocyte,region_FX,reactome
prerank,G Alpha (12/13) Signaling Events R-HSA-416482,0.5794623909633976,1.9636507283156839,0.0,0.03661211430252657,0.088,20/28,31.79%,ARHGEF4;ABR;FGD4;GNG7;AKAP13;SOS1;VAV3;ARHGEF7;ARHGEF11;GNB5;TRIO;ROCK1;ARHGEF12;TIAM1;GNG2;PREX1;MCF2L;GNB1;TIAM2;ROCK2,Oligodendrocyte,interaction_FX,reactome
prerank,Neuronal System R-HSA-112316,0.5844069991028471,1.9612861789584752,0.0,0.008128744566097431,0.008,80/164,20.13%,PRKAR2B;STXBP1;KCNAB2;CAMKK1;RIMS1;GABRG2;GABRB3;GABRA1;KCNJ6;GABBR2;SYT7;SLITRK4;SYN3;HOMER1;GABRB2;KCNQ5;CPLX1;KCNN2;SNAP25;TSPAN7;SYN1;KCNB1;GABRB1;CAMK2B;KCNA2;NRXN1;CACNB2;SLC1A2;CACNG3;LIN7A;LRRTM4;CACNA1B;SYT1;KCNJ3;PRKAR1B;SLC17A7;GABRA4;LRFN2;NRGN;NEFL;CACNG8;KCNB2;DLGAP2;CACNA1E;GABRA2;GRM1;GLRB;CACNG2;HCN1;KCNC1;ARHGEF9;NCALD;GABRG3;GRM5;KCNH7;KCND2;MAPK1;GNAL;GRIN2B;SLC38A1;VAMP2;RAB3A;GRIA1;CAMK4;KCNA1;ADCY1;GRIA2;NLGN4X;KCNK1;PRKAA2;NPTN;PLCB1;KCNMA1;CACNA1A;GAD2;KCNH5;IL1RAPL2;PRKAR1A;KCNH1;NRG1,Oligodendrocyte,region_MCX,reactome
prerank,Oxidative Phosphorylation,0.6187584945825723,1.9582232710999947,0.0016666666666666668,0.017961831108893603,0.024,26/41,23.73%,ATP6V0C;GPI;LRPPRC;UQCRB;MTX2;COX4I1;LDHB;ATP6V1D;NDUFA4;ATP5F1A;ATP5MC3;MDH1;MGST3;UQCRH;ATP6V1G1;ATP1B1;PDP1;NDUFA5;SLC25A3;SUCLA2;GPX4;ATP6V1E1;VDAC1;SLC25A4;ATP6V0B;ATP5F1B,Neuron,region_FX,hallmark
prerank,Phase 0 - Rapid Depolarisation R-HSA-5576892,0.6809872575846116,1.9557799659870818,0.0,0.04126371765877319,0.184,13/17,22.81%,SCN2A;SCN8A;CALM1;CAMK2B;CAMK2A;FGF12;CACNG8;SCN1A;CACNB2;SCN3A;SCN3B;SCN1B;FGF14,Oligodendrocyte,region_FX,reactome
prerank,Glycolysis,0.5921385995626853,1.9556626577683762,0.0,0.003799162457367353,0.008,16/36,24.81%,SOD1;PPIA;STMN1;MDH1;ARPP19;TPI1;DCN;HS2ST1;ENO1;PGK1;UGP2;ENO2;VCAN;FUT8;GOT1;PLOD2,Pericyte,region_FX,hallmark
prerank,GABA Receptor Activation R-HSA-977443,0.7217373136726343,1.946823844783139,0.0,0.0046896603265946715,0.009,15/23,17.59%,GABRG2;GABRB3;GABRA1;KCNJ6;GABBR2;GABRB2;GABRB1;KCNJ3;GABRA4;GABRA2;ARHGEF9;GABRG3;GNAL;ADCY1;NPTN,Oligodendrocyte,region_MCX,reactome
prerank,Protein-protein Interactions At Synapses R-HSA-6794362,0.5623605973107628,1.9453121839657164,0.0,0.037076393291452944,0.102,13/36,10.79%,GRIN2A;LRRTM3;PPFIA2;DLGAP4;GRIN2B;NRXN3;SYT1;IL1RAPL1;GRIA3;APBA2;STXBP1;GRM5;PPFIBP1,Pericyte,region_MCX,reactome
prerank,Transmission Across Chemical Synapses R-HSA-112315,0.5926864092907884,1.9448969164001872,0.0,0.003334869565578433,0.01,54/111,20.13%,PRKAR2B;STXBP1;CAMKK1;RIMS1;GABRG2;GABRB3;GABRA1;KCNJ6;GABBR2;SYN3;GABRB2;CPLX1;SNAP25;TSPAN7;SYN1;GABRB1;CAMK2B;CACNB2;SLC1A2;CACNG3;LIN7A;CACNA1B;SYT1;KCNJ3;PRKAR1B;SLC17A7;GABRA4;NRGN;NEFL;CACNG8;CACNA1E;GABRA2;GLRB;CACNG2;ARHGEF9;NCALD;GABRG3;MAPK1;GNAL;GRIN2B;SLC38A1;VAMP2;RAB3A;GRIA1;CAMK4;ADCY1;GRIA2;PRKAA2;NPTN;PLCB1;CACNA1A;GAD2;PRKAR1A;NRG1,Oligodendrocyte,region_MCX,reactome
prerank,Neuronal System R-HSA-112316,0.3840312164636351,1.9428038506052467,0.0,0.04699210404570193,0.165,61/164,19.29%,KCNC2;HCN1;KCNH7;GABRA1;GABRB2;GABRA2;KCNN2;SYT1;GABRG2;EPB41L3;GABBR2;KCNJ3;NRG1;KCNA2;GABRB1;KCNB2;DLGAP2;KCNA1;GABRB3;GRIN3A;NEFL;PRKAR2B;RASGRF2;GLRB;GABRA4;HOMER1;IL1RAPL2;KCNH5;CACNG3;RASGRF1;NRXN3;CAMK4;CACNB2;CACNA2D1;CPLX1;STXBP1;KCNAB2;PRKCB;GRIA1;SLC38A1;GAD2;RTN3;ADCY8;GABRG3;HSPA8;SYN1;GRIN2B;ADCY2;PPM1E;ADCY1;LRRTM3;SNAP25;EPB41L1;LIN7A;NPTN;SYN2;SYN3;SYT2;GRIN2A;RAB3A;PPFIA2,Neuron,interaction_SC,reactome
prerank,GABA Receptor Activation R-HSA-977443,0.6743116294284314,1.9406715274085287,0.0,0.038028068183851974,0.104,11/16,15.16%,GABRB2;ARHGEF9;GABRB3;ADCY1;GABRB1;ADCY2;GNAI1;GABBR2;GABRA1;GNG2;GNAL,Endothelial,global_condition,reactome
prerank,Glycolysis,0.565870165463442,1.938410510848075,0.005639097744360902,0.012776551270609235,0.017,15/35,16.63%,MDH1;SOD1;HS2ST1;PPIA;STMN1;ENO1;UGP2;PLOD2;ARPP19;DCN;TPI1;IRS2;PGK1;HOMER1;HSPA5,Endothelial,region_FX,hallmark
prerank,Glycolysis,0.5382959965315889,1.9359191921917678,0.0,0.0058481115473128465,0.018,15/36,13.55%,ARPP19;TPI1;ENO2;IRS2;PKM;PPIA;GOT1;SOD1;MDH1;HSPA5;PGAM1;UGP2;PPP2CB;PGK1;KIF2A,Inhibitory,region_MCX,hallmark
prerank,Long-term Potentiation R-HSA-9620244,0.7257293166475739,1.9275822363246653,0.0017921146953405018,0.03681344014754193,0.119,9/13,19.86%,GRIN2A;NEFL;GRIN2B;CAMK2A;LRRC7;NRG1;NRGN;GRIA2;CALM1,Pericyte,region_MCX,reactome
prerank,Transmission Across Chemical Synapses R-HSA-112315,0.4639550003437322,1.9074623731034788,0.0,0.04608699654069478,0.165,33/84,16.00%,SLC1A2;NRG1;GABRB2;PPFIA2;CAMK2A;SYN3;RIMS1;NSF;CACNA1A;ARHGEF9;DLG1;NBEA;LRRC7;SNAP25;CACNB2;GABRB3;TSPAN7;ADCY1;GABRB1;CACNA2D3;NRGN;ERBB4;ADCY2;AP2M1;GNAI1;GABBR2;GRIA2;GABRA1;CAMK2G;GNG2;GLUL;GNAL;GRIN2B,Endothelial,global_condition,reactome
prerank,Adipogenesis,0.5335231320310717,1.9070438320349958,0.0,0.015066616859668784,0.022,21/36,25.12%,ABCA1;SPARCL1;LIFR;ATP1B3;BCL6;UBC;CHCHD10;GHITM;PHLDB1;G3BP2;MGST3;SOD1;APLP2;REEP5;GPX4;YWHAG;APOE;NDUFA5;PPM1B;UBQLN1;ENPP2,Neuron,region_MCX,hallmark
prerank,UV Response Up,0.6450280018707742,1.8993714746895334,0.0018083182640144665,0.006054915166429219,0.017,15/24,21.53%,SOD2;IL6ST;OLFM1;ATP6V1F;TMBIM6;SLC25A4;EIF5;CCK;PTPRD;TFRC;AMD1;ENO2;SELENOW;ATP6V1C1;TUBA4A,Pericyte,region_FX,hallmark
prerank,Metabolism Of Vitamins And Cofactors R-HSA-196854,0.5889511933139079,1.8912002780860198,0.0018315018315018315,0.04472705238047755,0.191,8/22,10.53%,NMNAT2;APOE;GPC6;SLC2A3;NAMPT;HLCS;DHFR;PCCA,Endothelial,global_condition,reactome
prerank,Apoptosis,0.5755766080989814,1.8894254105667507,0.0,0.005413806501748478,0.019,11/33,15.22%,PPP3R1;SOD2;SOD1;IFITM3;GPX4;CLU;FEZ1;DCN;TIMP3;PAK1;TXNIP,Pericyte,region_FX,hallmark
prerank,Oxidative Phosphorylation,0.5331738946090581,1.8879187460290647,0.0017006802721088435,0.02714262214179964,0.021,21/40,21.53%,ATP1B1;ATP6V1H;GPX4;ATP5MC3;VDAC3;ATP6V1G1;CYCS;SLC25A3;MGST3;PDP1;ATP6V1C1;LRPPRC;ATP6V1F;ATP6V1D;VDAC1;RHOT1;NDUFA4;UQCRH;MDH1;ISCU;ATP5F1B,Pericyte,region_MCX,hallmark
prerank,Hypoxia,0.578324782495732,1.8839410591868833,0.001841620626151013,0.018568112836993392,0.025,17/40,17.87%,HSPA5;TPD52;SLC2A3;RBPJ;DTNA;P4HA1;NDRG1;ZNF292;BCL2;PDK3;UGP2;BNIP3L;GBE1;ENO1;GPI;WSB1;PFKFB3,Endothelial,region_SC,hallmark
prerank,Epithelial Mesenchymal Transition,0.5852396586297599,1.8831289840908516,0.0,0.04132736156351791,0.028,18/40,23.13%,PFN2;MGP;FBN1;VCAN;COL11A1;TIMP3;SLIT3;APLP1;CD44;SGCD;DST;CADM1;EDIL3;VIM;CDH11;TPM1;CAP2;ID2,Pericyte,region_SC,hallmark
prerank,Myc Targets V1,0.6593621955882498,1.8811118039120802,0.010221465076660987,0.027441686416365223,0.053,18/26,24.51%,HNRNPC;NAP1L1;PPIA;YWHAE;HSP90AB1;CANX;HNRNPA3;AP3S1;EIF1AX;PSMD1;HNRNPA2B1;PTGES3;PGK1;RAN;YWHAQ;SLC25A3;VDAC1;HNRNPU,Neuron,region_FX,hallmark
prerank,Phase 0 - Rapid Depolarisation R-HSA-5576892,0.729027237337853,1.8797668040520632,0.0,0.012349438860032634,0.057,13/17,21.99%,CACNA1C;SCN8A;CAMK2B;CACNB2;SCN2A;CACNG8;FGF14;SCN3B;SCN1A;FGF12;SCN3A;SCN1B;CALM1,Oligodendrocyte,region_MCX,reactome
prerank,Serotonin Neurotransmitter Release Cycle R-HSA-181429,0.796143675555766,1.8793791097986035,0.0,0.010004608696735298,0.058,9/12,14.71%,STXBP1;RIMS1;SYN3;CPLX1;SNAP25;SYN1;SYT1;VAMP2;RAB3A,Oligodendrocyte,region_MCX,reactome
prerank,UV Response Up,0.5968437839617807,1.8768678454999261,0.005791505791505791,0.03576968701523862,0.049,7/25,8.10%,SOD2;OLFM1;TUBA4A;ATP6V1F;CCK;ENO2;SLC25A4,Oligodendrocyte,region_FX,hallmark
prerank,UV Response Up,0.5869445241740336,1.8761845005795579,0.0,0.030039597651449635,0.022,18/24,31.52%,ATP6V1F;EIF5;PTPRD;OLFM1;TFRC;BSG;CNP;CCK;ENO2;TMBIM6;AMD1;IL6ST;ATP6V1C1;SELENOW;PLCL1;SLC25A4;SOD2;DNAJA1,Pericyte,global_condition,hallmark
prerank,Oxidative Phosphorylation,0.38290906608493863,1.8706052394197012,0.0,0.02734375,0.007,35/36,55.85%,SLC25A4;ATP5F1A;LRPPRC;MDH1;ATP6V1H;VDAC3;OPA1;ATP5F1B;NDUFA4;GPX4;LDHB;GPI;ATP6V0C;ATP6V1G1;ATP6V1F;SLC25A12;UQCRB;PDP1;CYCS;ISCU;SLC25A3;ATP6V1D;ATP6V0B;NDUFA5;ATP6V1C1;MGST3;NDUFS1;UQCRH;ATP1B1;COX7A2L;ATP6V1E1;RHOT1;SUCLA2;COX4I1;VDAC1,Excitatory,region_MCX,hallmark
prerank,Interferon Gamma Response,0.7107222358968952,1.8689402303441585,0.0,0.026364006514657982,0.035,8/17,18.82%,RAPGEF6;SOD2;CD74;ST3GAL5;JAK2;IFITM3;PDE4B;AUTS2,Pericyte,region_SC,hallmark
prerank,Oxidative Phosphorylation,0.5323046725715499,1.8355696846439518,0.004219409282700422,0.04281782036904883,0.08,23/41,23.75%,ATP6V0C;NDUFA4;MDH1;ATP5MC3;CYCS;ATP6V1F;PDP1;GPX4;MAOB;NDUFA5;ATP6V1E1;COX4I1;UQCRB;ATP6V1H;SLC25A12;SLC25A3;ATP5F1A;LDHB;ATP5F1B;ISCU;ATP6V1G1;VDAC1;COX7A2L,Oligodendrocyte,region_SC,hallmark
prerank,KRAS Signaling Up,0.5029774932130039,1.8301988859694627,0.0018281535648994515,0.035039693402682724,0.069,8/44,3.80%,PEG3;TSPAN7;SPARCL1;NAP1L2;SCG3;SNAP25;CPE;PCSK1N,Oligodendrocyte,region_FX,hallmark
prerank,Pperoxisome,0.6902240782327999,1.8265425001230016,0.006993006993006993,0.030470749270963517,0.059,7/15,13.92%,SOD2;ACSL1;YWHAH;HSD17B4;ACSL4;ALDH1A1;CADM1,Endothelial,region_SC,hallmark
prerank,Oxidative Phosphorylation,0.5249448831918652,1.822098906688697,0.0,0.03880718954248366,0.04,13/40,9.33%,ATP6V1C1;ATP6V1D;ATP5MC3;PDHX;SUCLA2;ATP6V1G1;VDAC1;ATP5F1B;SLC25A4;LDHB;MGST3;SLC25A3;VDAC3,Endothelial,region_MCX,hallmark
prerank,TNF-alpha Signaling via NF-kB,0.6186422415335987,1.8111260108844067,0.005338078291814947,0.02678093197643278,0.069,9/25,9.93%,SOD2;NAMPT;SLC2A3;SGK1;DENND5A;ABCA1;NFKB1;ATP2B1;IL6ST,Endothelial,region_SC,hallmark
prerank,TNF-alpha Signaling via NF-kB,0.5357581890410534,1.7580732188789188,0.007263922518159807,0.043145311916324244,0.078,16/26,34.37%,IL6ST;ABCA1;CD44;BCL6;TNC;SOD2;TSC22D1;NFE2L2;NFKB1;EIF1;SLC2A3;PDLIM5;SGK1;ATP2B1;MARCKS;ID2,Neuron,region_MCX,hallmark
prerank,Glycolysis,0.5468555719661068,1.7385192195119452,0.006779661016949152,0.04742010355293698,0.148,13/35,14.48%,PLOD2;HSPA5;HS2ST1;ME1;P4HA1;ZNF292;PDK3;MDH1;SLC25A13;UGP2;HOMER1;STMN1;ENO1,Endothelial,region_SC,hallmark
prerank,Bile Acid Metabolism,0.5627731879732666,1.7384963215427482,0.01240694789081886,0.04109077325364214,0.091,8/19,17.66%,ALDH1A1;ABCA1;ABCA6;ACSL1;ABCA8;CYP7B1;SLCO1A2;SOD1,Neuron,region_MCX,hallmark
prerank,Unfolded Protein Response,0.7492424731112415,1.7298275661813278,0.010752688172043012,0.04987794052374612,0.153,7/11,16.99%,EIF4A2;HSP90B1;DDX10;YWHAZ;TUBB2A;HSPA5;CNOT2,Astrocyte,region_FX,hallmark
prerank,E2F Targets,-0.611340171912534,-1.592588208788933,0.015873015873015872,0.042506159227952686,0.337,5/12,10.51%,TUBB;NAP1L1;TFRC;RAN;PRKDC,Pericyte,interaction_SC,hallmark
prerank,Adipogenesis,-0.46659037839295303,-1.6050065944893372,0.00859106529209622,0.04187302754006172,0.312,16/36,23.81%,UBC;ATP1B3;SNCG;GBE1;APOE;SOD1;APLP2;UBQLN1;MGST3;SPARCL1;ENPP2;GPX4;G3BP2;RNF11;GHITM;ABCA1,Pericyte,interaction_SC,hallmark
prerank,Apoptosis,-0.47082714843937523,-1.605345030491747,0.011513157894736841,0.04486158620667992,0.31,20/33,34.24%,PAK1;TIMP3;ANKH;IFITM3;BNIP3L;SOD1;SOD2;DNAJA1;DNM1L;GPX4;DPYD;CLU;SAT1;CYLD;CD44;CTNNB1;PSEN1;APP;PEA15;GSN,Pericyte,interaction_SC,hallmark
prerank,Coagulation,-0.5536356866523674,-1.6212967204273598,0.025951557093425604,0.0436896838036125,0.286,8/17,19.46%,FBN1;TIMP3;CTSB;F3;SPARC;RAC1;ITGA2;CLU,Pericyte,interaction_SC,hallmark
prerank,Xenobiotic Metabolism,-0.5851822414685375,-1.6452161980385025,0.017271157167530225,0.04740010721207373,0.207,6/18,15.60%,APOE;MT2A;ATP2A2;ARPP19;MAN1A1;PGRMC1,Endothelial,interaction_SC,hallmark
prerank,IL-2/STAT5 Signaling,-0.47241851321391887,-1.6660473310218864,0.00794912559618442,0.031728531177263264,0.199,23/42,27.21%,SLC2A3;NDRG1;HIPK2;TIAM1;IFITM3;NCS1;GABARAPL1;FAM126B;CD81;POU2F1;ALCAM;GPX4;SNX14;CYFIP1;RABGAP1L;CDC42SE2;HUWE1;SH3BGRL2;SNX9;PRNP;NRP1;CD44;SPP1,Pericyte,interaction_SC,hallmark
prerank,Interferon Gamma Response,-0.5703845008788081,-1.6803520011947386,0.017509727626459144,0.032680908620758245,0.143,8/17,20.26%,RAPGEF6;IFITM3;MT2A;CD74;B2M;SOD2;PDE4B;NAMPT,Pericyte,interaction_MCX,hallmark
prerank,Xenobiotic Metabolism,-0.5583731456200214,-1.6906172560495494,0.01364522417153996,0.033571583279185614,0.127,8/19,16.74%,PINK1;TMBIM6;MT2A;MAN1A1;ARPP19;PGRMC1;ID2;TGFB2,Pericyte,interaction_MCX,hallmark
prerank,TNF-alpha Signaling via NF-kB,-0.530436118175224,-1.703275207309746,0.0065040650406504065,0.04366602687140115,0.143,11/25,16.39%,NFE2L2;IRS2;ABCA1;EIF1;NAMPT;F3;SLC2A3;MARCKS;BCL6;SOD2;NFKB1,Endothelial,interaction_FX,hallmark
prerank,p53 Pathway,-0.45283979640002386,-1.7096695483514646,0.005763688760806916,0.049797254037134524,0.11,16/32,26.71%,ZNF365;RB1;HSPA4L;SAT1;APP;HINT1;ZMAT3;LDHB;ISCU;CDH13;TSC22D1;ZFP36L1;CD81;BAIAP2;PRMT2;PTPRE,Neuron,global_condition,hallmark
prerank,Inflammatory Response,-0.5465435298020729,-1.7155610840322884,0.018832391713747645,0.036481752754601623,0.159,9/21,17.02%,LPAR1;PDE4B;NAMPT;HIF1A;ITGB8;SLC4A4;SLC1A2;ATP2A2;ABI1,Pericyte,interaction_FX,hallmark
prerank,Reactive Oxygen Species Pathway,-0.6838175586193591,-1.715994853678641,0.009433962264150943,0.03194096351991089,0.103,6/10,14.82%,GPX4;SOD1;TXNRD1;PRNP;SOD2;FTL,Pericyte,interaction_MCX,hallmark
prerank,Glycolysis,-0.4581737364480936,-1.7238827387056264,0.008456659619450317,0.03359171178235888,0.122,18/36,21.23%,ARPP19;PKM;ENO2;GOT1;IRS2;TPI1;MDH1;PGAM1;DCN;HSPA5;GALK2;STMN1;ENO1;KIF2A;MXI1;PGK1;PPP2CB;SOD1,Inhibitory,interaction_MCX,hallmark
